"Pujol 2002, No. 10-3-3N"	
6.47	20.812
6.44	20.767
6.46	20.834
6.45	20.834
6.47	20.879
6.43	20.589
6.47	20.545
6.43	20.545
6.47	20.567
6.49	20.567
7.10	25.158
7.14	25.069
7.03	25.091
7.09	25.047
7.13	25.069
7.65	26.919
7.58	26.919
7.64	26.985
7.64	26.896
7.60	26.852
8.32	29.771
8.27	29.794
8.38	29.771
8.30	29.771
8.35	29.771
8.84	31.554
8.84	31.532
8.86	31.487
8.79	31.487
8.86	31.487
9.73	34.786
9.74	34.830
9.67	34.763
9.73	34.741
9.75	34.741
10.37	37.260
10.41	37.237
10.30	37.237
10.39	37.237
10.36	37.215
10.99	40.135
10.92	40.090
10.99	40.090
10.97	40.068
10.95	40.135
11.63	42.898
11.55	42.876
11.61	42.853
11.52	42.853
11.56	42.853
11.60	41.695
11.60	41.739
11.57	41.717
11.57	41.672
11.65	41.695
12.05	45.015
12.09	44.993
12.04	45.015
11.99	45.015
12.06	44.971
12.07	43.455
12.17	43.455
12.05	43.500
12.05	43.411
12.13	43.522
12.10	43.366
12.14	43.366
12.09	43.411
12.04	43.411
12.15	43.388
12.22	42.138
12.07	42.138
12.13	42.160
12.18	42.160
12.11	42.160
12.73	47.464
12.67	47.442
12.69	47.419
12.76	47.464
12.72	47.419
13.10	49.292
13.00	49.314
13.07	49.269
13.02	49.269
13.02	49.225
13.46	51.453
13.54	51.476
13.46	51.431
13.49	51.453
13.53	51.453
13.94	53.437
14.00	53.459
13.92	53.415
13.94	53.392
13.98	53.437
14.50	55.599
14.48	55.576
14.44	55.554
14.48	55.576
14.43	55.532
14.87	57.515
14.83	57.471
14.85	57.493
14.87	57.448
14.86	57.426
14.89	56.178
14.88	56.178
14.89	56.178
14.92	56.178
14.87	56.134
15.30	59.521
15.38	59.566
15.32	59.521
15.38	59.543
15.35	59.521
15.81	61.482
15.81	61.527
15.76	61.460
15.79	61.505
15.82	61.460
16.48	64.602
16.50	64.558
16.46	64.580
16.52	64.558
16.51	64.558
16.94	67.076
17.01	67.032
16.99	67.009
16.90	67.009
17.04	66.987
17.08	65.048
17.03	65.093
16.98	65.048
17.05	65.048
17.05	65.048
17.08	63.912
17.08	63.934
17.07	63.912
17.01	63.912
17.13	63.934
17.58	68.347
17.51	68.324
17.51	68.324
17.56	68.302
17.56	68.280
18.15	71.378
18.21	71.355
18.15	71.355
18.15	71.311
18.19	71.355
18.18	69.372
18.23	69.394
18.18	69.349
18.24	69.327
18.21	69.372
18.55	72.224
18.58	72.202
18.54	72.202
18.48	72.202
18.64	72.224
18.58	71.155
18.59	71.132
18.56	71.066
18.56	71.132
18.58	71.110
19.09	74.364
19.06	74.364
19.09	74.319
19.03	74.342
19.05	74.342
19.78	75.545
19.71	75.501
19.83	75.478
19.74	75.478
19.77	75.456
19.89	73.918
19.87	73.896
19.86	73.874
19.87	73.874
19.83	73.874
20.22	76.570
20.25	76.548
20.19	76.570
20.28	76.570
20.15	76.548
20.87	78.064
20.75	78.019
20.85	77.997
20.85	78.041
20.82	78.019
21.14	78.286
21.11	78.242
21.11	78.242
21.15	78.242
21.12	78.220
21.43	79.534
21.46	79.557
21.41	79.490
21.44	79.490
21.49	79.490
21.55	77.841
21.56	77.863
21.54	77.907
21.46	77.863
21.58	77.863
21.52	77.439
21.55	77.395
21.59	77.395
21.58	77.439
21.60	77.350
21.48	77.194
21.61	77.194
21.58	77.217
21.56	77.194
21.60	77.217
21.59	73.362
21.73	73.384
21.64	73.406
21.69	73.362
21.71	73.362
21.64	73.161
21.72	73.184
21.67	73.184
21.59	73.139
21.73	73.184
21.31	66.520
21.23	66.520
21.35	66.498
21.31	66.520
21.28	66.498
21.34	66.676
21.30	66.631
21.28	66.631
21.37	66.676
21.20	66.698
20.79	59.968
20.81	59.968
20.89	59.968
20.86	59.945
20.86	59.901
20.45	56.067
20.54	56.090
20.56	56.090
20.53	56.067
20.56	56.090
20.12	51.164
20.13	51.142
20.12	51.164
20.10	51.187
20.11	51.164
19.61	46.105
19.66	46.128
19.68	46.105
19.64	46.105
19.68	46.105
19.62	46.663
19.62	46.640
19.65	46.685
19.63	46.663
19.68	46.640
19.50	44.367
19.44	44.367
19.56	44.367
19.44	44.367
19.44	44.367
19.48	45.035
19.46	45.035
19.46	45.057
19.47	45.012
19.47	45.057
18.89	38.750
18.99	38.839
18.90	38.906
18.94	38.883
18.93	38.906
18.20	32.131
18.29	32.153
18.18	32.131
18.19	32.197
18.31	32.131
17.78	27.651
17.67	27.606
17.73	27.651
17.76	27.651
17.72	27.651
17.22	23.617
17.25	23.617
17.27	23.573
17.25	23.595
17.27	23.617
17.14	24.620
17.28	24.598
17.23	24.620
17.22	24.620
17.30	24.598
17.19	24.843
17.22	24.843
17.24	24.843
17.21	24.798
17.22	24.821
16.75	19.895
16.67	19.918
16.78	19.895
16.73	19.895
16.74	19.895
16.29	16.508
16.38	16.508
16.25	16.508
16.34	16.552
16.27	16.552
15.72	12.585
15.79	12.585
15.64	12.563
15.74	12.608
15.75	12.563
14.90	7.905
14.99	7.816
14.97	7.838
14.99	7.838
14.95	7.860
14.31	4.740
14.24	4.740
14.27	4.785
14.27	4.740
14.21	4.763
13.50	1.598
13.51	1.643
13.48	1.643
13.48	1.665
13.53	1.643
13.42	2.289
13.43	2.311
13.36	2.311
13.37	2.267
13.39	2.334
13.34	2.354
13.35	2.398
13.46	2.354
13.36	2.331
13.40	2.354
13.49	3.780
13.47	3.802
13.43	3.780
13.48	3.802
13.50	3.780
13.54	3.981
13.50	3.981
13.41	3.981
13.53	3.958
13.51	4.025
13.50	4.114
13.51	4.137
13.53	4.092
13.53	4.092
13.45	4.092
13.51	4.270
13.51	4.226
13.51	4.204
13.50	4.226
13.56	4.226
13.52	4.270
13.57	4.293
13.51	4.293
13.54	4.270
13.53	4.315
13.58	4.337
13.55	4.270
13.47	4.315
13.60	4.270
13.52	4.293
13.53	4.315
13.50	4.270
13.62	4.293
13.52	4.270
13.47	4.270
13.37	1.930
13.36	1.908
13.32	1.908
13.33	1.930
13.36	1.908
13.35	1.886
13.32	1.886
13.36	1.886
13.30	1.908
13.33	1.908
13.30	1.908
13.36	1.908
13.32	1.930
13.29	1.908
13.37	1.930
13.35	2.042
13.34	2.019
13.31	2.064
13.38	2.019
13.32	2.042
13.38	2.175
13.26	2.131
13.33	2.153
13.39	2.153
13.32	2.198
13.41	2.487
13.33	2.510
13.33	2.510
13.41	2.510
13.26	2.510
13.37	2.666
13.39	2.710
13.36	2.733
13.33	2.710
13.38	2.733
13.39	2.955
13.42	2.911
13.33	2.911
13.38	2.911
13.44	2.933
13.43	3.022
13.35	3.000
13.44	3.022
13.36	3.022
13.35	3.022
13.41	3.111
13.42	3.134
13.37	3.111
13.40	3.111
13.42	3.134
13.39	3.290
13.42	3.223
13.43	3.245
13.35	3.312
13.45	3.223
13.46	3.334
13.43	3.312
13.44	3.334
13.49	3.334
13.38	3.334
13.42	3.379
13.45	3.379
13.39	3.446
13.45	3.357
13.46	3.401
13.46	3.424
13.47	3.424
13.45	3.424
13.49	3.490
13.44	3.424
13.40	3.468
13.43	3.490
13.47	3.513
13.43	3.490
13.44	3.490
13.42	3.535
13.48	3.513
13.44	3.490
13.39	3.490
13.48	3.490
13.35	3.568
13.37	3.546
13.42	3.546
13.42	3.501
13.39	3.524
13.42	3.546
13.39	3.501
13.45	3.546
13.32	3.524
13.44	3.568
13.46	3.234
13.43	3.234
13.49	3.234
13.38	3.212
13.42	3.256
13.45	3.100
13.41	3.100
13.41	3.100
13.37	3.100
13.48	3.078
13.34	3.100
13.50	3.055
13.38	3.100
13.45	3.078
13.34	3.078
13.36	2.610
13.34	2.587
13.40	2.565
13.33	2.610
13.34	2.587
11.50	-0.042
11.48	-0.065
11.48	-0.065
11.47	-0.087
11.48	-0.065
6.64	-6.973
6.65	-6.951
6.67	-6.973
6.70	-6.973
6.69	-6.996
6.69	-6.661
6.64	-6.684
6.71	-6.684
6.66	-6.684
6.74	-6.661
6.65	-6.483
6.67	-6.483
6.64	-6.483
6.68	-6.439
6.58	-6.505
6.60	-6.015
6.69	-5.993
6.65	-6.037
6.68	-5.993
6.64	-6.015
4.93	-8.890
4.96	-8.868
4.88	-8.846
4.96	-8.846
4.92	-8.846
3.39	-11.163
3.40	-11.208
3.38	-11.208
3.45	-11.163
3.35	-11.141
2.01	-13.548
1.99	-13.570
1.99	-13.503
1.97	-13.503
1.97	-13.526
0.76	-15.888
0.76	-15.888
0.76	-15.888
0.72	-15.933
0.71	-15.888
-0.34	-18.674
-0.45	-18.652
-0.35	-18.696
-0.37	-18.629
-0.32	-18.674
-0.93	-20.234
-0.99	-20.256
-0.95	-20.256
-0.98	-20.212
-0.98	-20.234
-1.04	-18.964
-0.98	-18.919
-1.01	-18.875
-0.99	-18.964
-1.04	-18.941
-1.74	-22.485
-1.80	-22.485
-1.76	-22.485
-1.83	-22.485
-1.78	-22.507
-1.85	-21.371
-1.88	-21.371
-1.84	-21.393
-1.87	-21.393
-1.81	-21.415
-2.41	-24.424
-2.42	-24.446
-2.39	-24.446
-2.48	-24.424
-2.41	-24.402
-2.93	-26.318
-2.96	-26.318
-2.99	-26.296
-2.93	-26.274
-2.94	-26.274
-3.01	-25.516
-3.00	-25.471
-3.03	-25.494
-2.98	-25.427
-3.02	-25.471
-3.62	-29.126
-3.75	-29.015
-3.67	-29.037
-3.72	-29.015
-3.66	-28.993
-4.30	-31.645
-4.39	-31.667
-4.32	-31.600
-4.36	-31.622
-4.29	-31.600
-4.87	-33.762
-4.89	-33.740
-4.95	-33.695
-4.92	-33.695
-4.87	-33.717
-5.44	-35.946
-5.48	-35.924
-5.41	-35.901
-5.46	-35.879
-5.42	-35.879
-5.51	-34.364
-5.54	-34.319
-5.52	-34.364
-5.45	-34.319
-5.51	-34.386
-6.01	-37.907
-6.05	-37.885
-6.04	-37.885
-6.01	-37.907
-6.01	-37.930
-6.52	-40.470
-6.52	-40.448
-6.49	-40.403
-6.56	-40.403
-6.57	-40.403
-7.01	-42.431
-6.98	-42.409
-6.97	-42.409
-6.98	-42.409
-7.00	-42.409
-7.40	-44.772
-7.42	-44.705
-7.40	-44.727
-7.46	-44.682
-7.39	-44.682
-7.45	-43.635
-7.44	-43.613
-7.45	-43.635
-7.48	-43.613
-7.43	-43.635
-7.52	-42.172
-7.52	-42.105
-7.54	-42.127
-7.50	-42.127
-7.50	-42.127
-7.50	-41.748
-7.47	-41.681
-7.55	-41.703
-7.48	-41.726
-7.55	-41.726
-8.05	-46.495
-8.14	-46.473
-8.08	-46.451
-8.08	-46.473
-8.09	-46.428
-8.61	-49.771
-8.56	-49.794
-8.58	-49.749
-8.60	-49.771
-8.61	-49.749
-9.05	-52.824
-9.06	-52.847
-9.13	-52.824
-9.08	-52.802
-9.07	-52.758
-9.47	-54.273
-9.44	-54.229
-9.48	-54.229
-9.42	-54.229
-9.46	-54.229
-9.92	-56.546
-9.85	-56.524
-9.87	-56.546
-9.83	-56.502
-9.89	-56.502
-10.28	-58.508
-10.29	-58.485
-10.28	-58.485
-10.31	-58.463
-10.31	-58.463
-10.39	-56.145
-10.37	-56.145
-10.31	-56.123
-10.37	-56.123
-10.38	-56.123
-10.78	-60.246
-10.70	-60.224
-10.78	-60.246
-10.75	-60.224
-10.81	-60.179
-11.04	-61.940
-11.05	-61.917
-11.07	-61.917
-11.07	-61.917
-11.08	-61.873
-11.65	-65.015
-11.65	-65.082
-11.63	-65.015
-11.66	-65.015
-11.64	-65.015
-12.03	-66.620
-11.99	-66.598
-12.02	-66.642
-12.00	-66.553
-11.97	-66.598
-12.06	-64.168
-12.10	-64.168
-12.08	-64.146
-12.10	-64.146
-12.13	-64.191
-12.04	-64.124
-12.12	-64.146
-12.09	-64.124
-12.11	-64.124
-12.09	-64.124
-12.66	-69.339
-12.69	-69.339
-12.64	-69.339
-12.73	-69.294
-12.67	-69.339
-13.23	-72.102
-13.26	-72.080
-13.20	-72.102
-13.32	-72.080
-13.28	-72.058
-13.35	-70.119
-13.30	-70.119
-13.31	-70.141
-13.31	-70.097
-13.33	-70.097
-13.94	-74.866
-14.02	-74.888
-13.96	-74.888
-13.99	-74.866
-14.00	-74.866
-14.61	-77.161
-14.52	-77.117
-14.51	-77.184
-14.55	-77.117
-14.59	-77.139
-14.56	-76.270
-14.62	-76.248
-14.55	-76.270
-14.57	-76.225
-14.59	-76.203
-14.56	-75.780
-14.60	-75.802
-14.57	-75.802
-14.61	-75.802
-14.60	-75.824
-15.27	-80.059
-15.30	-80.036
-15.24	-79.992
-15.28	-79.992
-15.26	-79.970
-15.36	-78.543
-15.32	-78.543
-15.26	-78.543
-15.35	-78.543
-15.31	-78.543
-15.34	-77.696
-15.30	-77.674
-15.28	-77.696
-15.39	-77.696
-15.32	-77.696
-15.86	-82.287
-15.85	-82.265
-15.80	-82.243
-15.88	-82.220
-15.87	-82.198
-16.33	-83.558
-16.35	-83.513
-16.37	-83.491
-16.37	-83.491
-16.33	-83.469
-17.08	-86.678
-17.11	-86.633
-17.10	-86.633
-17.09	-86.589
-17.07	-86.611
-17.12	-85.051
-17.13	-85.006
-17.19	-85.006
-17.16	-84.984
-17.14	-85.006
-17.81	-87.636
-17.77	-87.658
-17.82	-87.703
-17.83	-87.725
-17.79	-87.748
-17.95	-87.436
-17.94	-87.413
-17.94	-87.436
-17.93	-87.413
-17.95	-87.436
-18.08	-86.143
-18.11	-86.121
-18.06	-86.165
-18.06	-86.165
-18.05	-86.143
-18.16	-85.675
-18.13	-85.697
-18.09	-85.697
-18.14	-85.697
-18.07	-85.697
-18.40	-89.152
-18.42	-89.129
-18.41	-89.107
-18.36	-89.040
-18.40	-88.996
-18.51	-89.196
-18.52	-89.196
-18.54	-89.174
-18.54	-89.174
-18.53	-89.152
-18.61	-87.146
-18.65	-87.124
-18.57	-87.146
-18.63	-87.124
-18.57	-87.146
-19.12	-89.620
-19.13	-89.642
-19.07	-89.664
-19.10	-89.620
-19.06	-89.642
-19.14	-88.060
-19.21	-88.060
-19.17	-88.060
-19.16	-88.060
-19.15	-88.015
-19.38	-90.422
-19.34	-90.400
-19.44	-90.400
-19.36	-90.377
-19.37	-90.377
-19.73	-91.670
-19.82	-91.648
-19.75	-91.625
-19.75	-91.625
-19.77	-91.603
-20.44	-92.316
-20.33	-92.316
-20.36	-92.272
-20.38	-92.249
-20.41	-92.249
-20.59	-90.065
-20.54	-90.110
-20.57	-90.088
-20.53	-90.088
-20.53	-90.110
-20.87	-92.339
-20.87	-92.294
-20.86	-92.316
-20.89	-92.294
-20.81	-92.294
-21.43	-93.453
-21.45	-93.453
-21.45	-93.431
-21.43	-93.431
-21.44	-93.386
-21.75	-93.453
-21.77	-93.498
-21.80	-93.498
-21.75	-93.431
-21.79	-93.475
-21.93	-91.001
-21.94	-91.024
-21.93	-90.979
-21.96	-91.024
-21.98	-91.024
-22.09	-88.233
-22.09	-88.210
-22.11	-88.233
-22.10	-88.210
-22.11	-88.188
-22.06	-87.987
-22.12	-87.965
-22.15	-87.943
-22.08	-87.965
-22.14	-87.987
-22.08	-87.876
-22.13	-87.854
-22.13	-87.854
-22.10	-87.831
-22.10	-87.831
-22.11	-87.586
-22.10	-87.586
-22.10	-87.609
-22.18	-87.586
-22.10	-87.586
-22.16	-87.609
-22.09	-87.586
-22.12	-87.586
-22.12	-87.609
-22.10	-87.609
-21.91	-82.928
-21.93	-82.928
-21.97	-82.928
-21.92	-82.906
-21.91	-82.906
-21.74	-79.028
-21.70	-79.006
-21.65	-79.051
-21.71	-79.028
-21.66	-78.984
-21.13	-71.384
-21.06	-71.384
-21.14	-71.428
-21.10	-71.451
-21.14	-71.451
-21.13	-72.231
-21.06	-72.253
-21.13	-72.253
-21.10	-72.209
-21.09	-72.253
-20.78	-67.127
-20.78	-67.105
-20.72	-67.127
-20.80	-67.149
-20.80	-67.105
-20.72	-68.487
-20.77	-68.509
-20.71	-68.509
-20.78	-68.487
-20.81	-68.464
-20.27	-61.466
-20.33	-61.489
-20.35	-61.489
-20.27	-61.533
-20.34	-61.489
-19.88	-57.121
-19.91	-57.098
-19.91	-57.143
-19.89	-57.121
-19.90	-57.121
-19.33	-50.613
-19.30	-50.591
-19.31	-50.635
-19.36	-50.635
-19.28	-50.613
-18.83	-46.000
-18.84	-46.022
-18.82	-45.977
-18.80	-45.933
-18.81	-45.910
-18.80	-47.025
-18.80	-47.025
-18.77	-47.047
-18.85	-47.047
-18.82	-47.002
-18.78	-47.389
-18.81	-47.389
-18.76	-47.411
-18.80	-47.389
-18.86	-47.411
-18.05	-38.296
-18.07	-38.363
-18.02	-38.340
-18.04	-38.318
-18.09	-38.385
-17.63	-34.307
-17.61	-34.284
-17.59	-34.262
-17.65	-34.284
-17.63	-34.262
-16.74	-26.685
-16.73	-26.685
-16.71	-26.729
-16.74	-26.685
-16.76	-26.729
-16.78	-27.888
-16.71	-27.910
-16.66	-27.888
-16.74	-27.933
-16.68	-27.888
-16.23	-23.052
-16.24	-23.096
-16.31	-23.074
-16.25	-23.096
-16.22	-23.096
-16.21	-23.787
-16.28	-23.810
-16.27	-23.765
-16.21	-23.765
-16.27	-23.787
-15.10	-15.341
-15.05	-15.385
-15.12	-15.341
-15.05	-15.341
-15.08	-15.363
-14.31	-11.195
-14.30	-11.195
-14.31	-11.195
-14.36	-11.240
-14.33	-11.195
-14.32	-12.020
-14.29	-11.998
-14.32	-11.998
-14.32	-12.020
-14.31	-12.020
-13.39	-7.117
-13.33	-7.095
-13.46	-7.162
-13.44	-7.072
-13.37	-7.072
-13.39	-7.919
-13.38	-7.875
-13.40	-7.964
-13.35	-7.942
-13.38	-7.919
-13.33	-8.008
-13.32	-8.008
-13.45	-8.008
-13.37	-8.008
-13.36	-8.008
-8.88	0.438
-8.88	0.438
-8.87	0.461
-8.88	0.438
-8.86	0.483
-7.38	3.269
-7.30	3.313
-7.36	3.246
-7.40	3.269
-7.29	3.269
-7.33	2.778
-7.35	2.823
-7.29	2.823
-7.36	2.845
-7.37	2.801
-7.39	2.424
-7.28	2.424
-7.34	2.402
-7.33	2.402
-7.28	2.380
-5.87	4.341
-5.82	4.319
-5.91	4.341
-5.86	4.363
-5.83	4.341
-4.59	5.544
-4.62	5.500
-4.61	5.522
-4.61	5.522
-4.61	5.500
-3.58	6.369
-3.57	6.391
-3.56	6.391
-3.61	6.347
-3.61	6.369
-1.19	8.887
-1.18	8.865
-1.19	8.887
-1.16	8.865
-1.18	8.887
0.50	11.094
0.51	11.071
0.46	11.071
0.50	11.049
0.55	11.071
2.05	13.501
2.05	13.412
2.01	13.434
2.06	13.478
2.03	13.456
3.13	15.573
3.15	15.573
3.13	15.529
3.09	15.529
3.14	15.529
4.12	17.535
4.17	17.579
4.12	17.512
4.10	17.535
4.15	17.535
5.16	20.031
5.17	19.964
5.10	20.008
5.13	20.008
5.18	19.964
5.89	21.858
5.87	21.836
5.80	21.791
5.84	21.814
5.85	21.814
5.95	20.811
5.93	20.766
5.89	20.788
5.95	20.788
5.88	20.811
5.91	20.521
6.01	20.499
5.93	20.499
5.86	20.543
5.95	20.476
6.81	24.733
6.73	24.733
6.80	24.711
6.82	24.711
6.72	24.666
7.89	27.497
7.90	27.563
7.89	27.519
7.87	27.519
7.87	27.474
7.87	26.694
7.94	26.627
7.93	26.650
7.84	26.672
7.91	26.694
8.28	28.901
8.25	28.856
8.24	28.856
8.24	28.856
8.24	28.812
8.90	31.040
8.81	31.040
8.82	30.996
8.92	31.018
8.82	31.018
9.61	33.247
9.60	33.224
9.58	33.202
9.60	33.247
9.56	33.157
10.24	35.564
10.35	35.542
10.34	35.475
10.31	35.542
10.37	35.542
11.08	38.083
11.10	38.038
11.06	38.038
11.08	38.016
11.03	38.038
11.60	39.777
11.56	39.799
11.62	39.777
11.61	39.754
11.61	39.754
11.64	38.796
11.65	38.796
11.67	38.796
11.68	38.774
11.64	38.796
12.22	42.094
12.23	42.094
12.34	42.072
12.25	42.050
12.26	42.072
12.96	44.167
12.94	44.167
12.90	44.145
12.97	44.122
12.97	44.122
13.03	43.231
12.97	43.231
12.95	43.253
12.98	43.253
12.99	43.231
13.02	41.071
13.10	41.115
13.05	41.071
12.97	41.071
13.09	41.071
13.52	45.327
13.46	45.350
13.46	45.372
13.49	45.394
13.40	45.350
13.98	48.559
14.06	48.559
13.97	48.559
13.95	48.514
14.07	48.492
14.52	50.832
14.65	50.810
14.57	50.743
14.59	50.721
14.66	50.765
14.64	49.250
14.69	49.205
14.72	49.227
14.64	49.183
14.72	49.205
15.09	52.058
15.10	52.125
15.12	52.058
15.13	52.013
15.11	52.058
15.59	53.729
15.69	53.685
15.68	53.685
15.67	53.685
15.72	53.662
15.68	52.882
15.73	52.860
15.77	52.838
15.70	52.882
15.74	52.882
16.41	56.092
16.41	56.003
16.40	56.003
16.43	56.047
16.43	55.958
17.02	57.919
17.08	57.875
17.03	57.875
17.00	57.830
17.09	57.830
17.61	59.256
17.60	59.279
17.57	59.256
17.56	59.212
17.64	59.279
17.66	57.629
17.70	57.607
17.79	57.629
17.71	57.607
17.75	57.607
17.71	57.473
17.73	57.518
17.74	57.518
17.65	57.496
17.76	57.473
17.72	57.384
17.71	57.384
17.78	57.429
17.62	57.429
17.72	57.429
18.30	61.039
18.24	61.017
18.26	61.039
18.25	61.017
18.22	61.039
18.64	62.287
18.71	62.243
18.58	62.243
18.62	62.265
18.72	62.221
19.39	64.204
19.37	64.115
19.40	64.115
19.41	64.115
19.43	64.115
20.08	65.006
20.09	65.006
20.01	64.962
20.11	64.939
20.09	64.984
20.79	66.522
20.75	66.477
20.73	66.455
20.78	66.455
20.81	66.433
20.94	65.029
20.86	64.984
20.91	65.006
20.88	65.006
20.87	64.984
20.94	63.736
21.03	63.781
20.95	63.758
20.92	63.758
21.06	63.758
20.96	63.714
20.99	63.714
20.96	63.736
20.98	63.691
21.02	63.714
21.00	61.885
21.02	61.885
21.08	61.885
21.02	61.863
21.09	61.907
21.02	61.239
21.12	61.239
21.00	61.216
21.04	61.216
21.11	61.216
21.05	61.439
21.04	61.484
21.07	61.417
21.04	61.395
21.11	61.395
21.13	61.484
21.04	61.551
21.07	61.506
21.09	61.484
21.00	61.551
20.75	55.221
20.70	55.221
20.75	55.177
20.73	55.266
20.63	55.221
20.30	49.115
20.36	49.092
20.28	49.092
20.27	49.092
20.35	49.092
20.01	45.727
20.00	45.705
19.91	45.749
20.04	45.727
19.99	45.727
19.93	46.307
20.00	46.307
19.99	46.329
20.00	46.307
20.00	46.352
19.32	37.727
19.28	37.727
19.30	37.749
19.33	37.771
19.30	37.749
18.90	33.448
18.83	33.448
18.85	33.470
18.92	33.448
18.83	33.425
18.30	29.080
18.32	29.102
18.31	29.080
18.38	29.080
18.33	29.124
17.82	23.731
17.76	23.753
17.79	23.731
17.75	23.775
17.74	23.820
17.74	24.399
17.79	24.422
17.75	24.399
17.70	24.399
17.80	24.399
16.79	16.911
16.83	16.889
16.77	16.889
16.82	16.889
16.84	16.911
16.80	18.070
16.79	18.092
16.75	18.092
16.82	18.070
16.80	18.070
15.91	11.339
15.93	11.250
15.87	11.273
15.93	11.339
15.85	11.295
14.76	6.035
14.81	6.035
14.80	6.013
14.80	6.057
14.75	6.057
14.13	3.227
14.03	3.249
14.07	3.249
14.10	3.249
13.98	3.249
14.07	3.561
14.12	3.539
14.03	3.584
14.10	3.561
14.14	3.561
14.06	4.319
14.11	4.252
14.10	4.319
14.00	4.297
14.10	4.297
13.77	2.870
13.78	2.893
13.88	2.915
13.78	2.848
13.83	2.915
14.26	6.659
14.16	6.614
14.25	6.637
14.27	6.614
14.20	6.637
13.85	3.049
13.74	3.049
13.87	3.115
13.84	3.049
13.82	3.093
13.77	3.294
13.90	3.316
13.84	3.316
13.85	3.294
13.89	3.316
13.64	3.834
13.67	3.834
13.61	3.811
13.64	3.789
13.64	3.856
13.71	3.834
13.68	3.811
13.70	3.856
13.66	3.834
13.69	3.834
13.65	3.856
13.68	3.834
13.67	3.856
13.71	3.811
13.67	3.789
13.64	3.254
13.64	3.232
13.65	3.210
13.64	3.232
13.63	3.232
13.46	2.496
13.53	2.474
13.47	2.474
13.49	2.474
13.50	2.452
13.42	3.120
13.49	3.165
13.48	3.120
13.40	3.143
13.56	3.120
13.46	3.477
13.43	3.477
13.48	3.477
13.49	3.499
13.40	3.477
13.43	3.588
13.42	3.611
13.46	3.588
13.43	3.611
13.44	3.611
13.40	3.477
13.43	3.499
13.51	3.455
13.40	3.477
13.40	3.477
13.43	3.566
13.41	3.588
13.44	3.566
13.39	3.633
13.42	3.588
13.46	3.700
13.39	3.678
13.39	3.722
13.48	3.678
13.43	3.678
13.33	3.789
13.43	3.744
13.41	3.767
13.36	3.722
13.44	3.767
13.40	3.878
13.40	3.856
13.32	3.878
13.38	3.856
13.44	3.856
13.28	3.945
13.37	3.990
13.43	3.967
13.32	3.967
13.38	3.945
13.34	4.034
13.27	4.056
13.35	4.056
13.36	4.034
13.33	4.034
13.35	4.101
13.34	4.146
13.26	4.101
13.35	4.123
13.39	4.123
13.32	4.123
13.27	4.146
13.30	4.123
13.31	4.101
13.31	4.168
13.29	4.123
13.30	4.101
13.32	4.146
13.31	4.146
13.28	4.123
13.22	3.990
13.26	3.990
13.27	3.990
13.26	3.967
13.21	3.967
13.27	3.945
13.28	3.923
13.23	3.967
13.29	3.945
13.32	3.923
13.29	3.722
13.30	3.767
13.23	3.722
13.37	3.744
13.28	3.722
13.29	3.611
13.32	3.611
13.27	3.611
13.32	3.633
13.31	3.588
13.27	3.455
13.41	3.477
13.32	3.477
13.35	3.455
13.26	3.477
13.34	3.343
13.27	3.366
13.38	3.388
13.32	3.410
13.36	3.388
13.28	3.321
13.40	3.299
13.35	3.276
13.36	3.321
13.33	3.299
13.43	3.254
13.32	3.276
13.35	3.254
13.36	3.232
13.37	3.232
13.39	3.232
13.39	3.210
13.35	3.210
13.43	3.232
13.35	3.232
13.44	3.165
13.39	3.187
13.33	3.165
13.40	3.165
13.38	3.187
13.41	3.071
13.35	3.094
13.44	3.049
13.41	3.094
13.42	3.071
13.37	3.116
13.33	3.094
13.42	3.094
13.42	3.116
13.38	3.116
10.95	0.330
10.93	0.308
10.97	0.352
10.89	0.263
10.93	0.308
4.83	-6.690
4.80	-6.690
4.79	-6.712
4.82	-6.690
4.81	-6.668
4.77	-5.264
4.76	-5.286
4.78	-5.286
4.77	-5.286
4.77	-5.286
4.78	-5.242
4.80	-5.264
4.76	-5.264
4.75	-5.286
4.74	-5.264
4.81	-5.242
4.73	-5.197
4.78	-5.264
4.69	-5.264
4.82	-5.242
2.85	-7.827
2.92	-7.804
2.90	-7.782
2.92	-7.804
2.89	-7.782
1.93	-8.741
1.94	-8.763
1.94	-8.741
1.92	-8.785
1.93	-8.718
1.01	-9.877
0.99	-9.877
0.98	-9.877
0.98	-9.855
0.98	-9.833
-0.01	-11.214
-0.02	-11.192
0.01	-11.214
-0.09	-11.170
-0.01	-11.170
-0.03	-10.702
-0.06	-10.724
0.02	-10.724
-0.09	-10.702
0.00	-10.724
-0.76	-12.195
-0.75	-12.150
-0.69	-12.173
-0.76	-12.173
-0.70	-12.173
-1.29	-13.086
-1.25	-13.086
-1.28	-13.086
-1.24	-13.086
-1.26	-13.064
-2.53	-15.382
-2.55	-15.360
-2.48	-15.382
-2.55	-15.360
-2.55	-15.360
-3.65	-17.544
-3.63	-17.566
-3.60	-17.544
-3.61	-17.499
-3.64	-17.544
-4.80	-20.285
-4.81	-20.307
-4.77	-20.285
-4.79	-20.240
-4.81	-20.307
-5.68	-22.335
-5.68	-22.291
-5.68	-22.313
-5.61	-22.291
-5.65	-22.313
-5.69	-21.644
-5.66	-21.689
-5.72	-21.644
-5.72	-21.644
-5.67	-21.667
