Saatcioglu et al. Column BG-9	
21.01142	155.294772
21.51101	157.2077812
22.01061	156.7089362
22.52743	161.142614
23.0098	161.6720365
23.5094	165.6179331
24.00899	168.1166565
24.50859	167.238845
25.00818	172.7351976
25.50778	173.9591489
26.00737	174.3905775
26.50697	176.1313678
27.00656	178.0443769
27.50616	180.5775684
28.00575	181.801459
28.50535	183.8523404
29.00494	185.5241945
29.50454	186.0589666
30.00413	188.7989058
30.50373	188.1967173
31.00332	191.7635258
31.50292	192.6429179
32.00251	193.3844377
32.50211	194.8495441
33.00171	195.4187842
32.48488	155.7375684
31.98529	150.3446201
31.48569	150.051003
30.9861	144.3134347
30.4865	136.956535
29.96968	135.7961702
29.48731	129.1682067
28.98771	127.9097872
28.48812	122.1033435
27.98853	121.2584195
27.48893	115.3486322
26.98933	109.9900912
26.48974	109.0762918
25.99014	102.0983587
25.49055	100.7365957
24.99095	98.82358663
24.49136	92.53477204
23.99176	90.65617021
23.49217	83.74717325
22.99257	82.31647416
22.49298	80.5412766
21.99338	73.97683891
21.49379	72.37386018
20.99419	66.49848024
20.4946	65.03337386
19.995	59.74373252
19.49541	58.45089362
18.99581	57.64041337
18.49622	53.00542249
17.99662	49.23181155
17.49703	48.93815805
16.99743	44.4409848
16.48061	40.59307599
15.99824	37.13493009
15.49865	34.46387234
14.99905	32.79201216
14.49946	28.70829787
13.99986	25.10694833
13.48304	23.36080243
12.98344	21.37884498
12.48385	14.0563465
11.98425	13.31476596
11.48466	6.578
10.98506	4.837226748
10.48547	3.509913678
9.968646	-2.95658845
9.486279	-4.037342249
8.969456	-5.094389058
8.487088	-11.44677812
7.987493	-12.464
7.487897	-15.99643769
6.988302	-16.84138602
6.488707	-20.40828571
5.989112	-24.18191489
5.489517	-28.09336778
4.989922	-28.83494833
4.490326	-33.19431611
3.990731	-33.45352584
3.491136	-39.22556231
2.991541	-39.34694225
2.491946	-43.18948936
1.992351	-47.03202432
1.492756	-51.42584802
0.9931607	-52.2363465
0.4935656	-52.73674164
-0.006029591	-54.47751976
-0.5056247	-58.90579939
-1.00522	-63.33410334
-1.522042	-64.1843769
-2.00441	-69.12413374
-2.504005	-70.17580547
-3.003601	-70.9518541
-3.520423	-75.79896657
-4.002791	-76.4662614
-4.502386	-81.30802432
-5.001981	-81.87726444
-5.501576	-86.02990881
-6.001172	-86.56480243
-6.517994	-90.0681459
-7.000362	-90.76990881
-7.517184	-93.96316109
-8.016779	-97.84018237
-8.516374	-98.85738602
-9.015969	-103.18231
-9.515564	-104.3028571
-10.01516	-105.2511854
-10.51475	-109.4382979
-11.01435	-110.1798176
-11.51394	-110.5768997
-12.01354	-114.5572036
-12.51313	-115.1265046
-13.01273	-118.4177508
-13.51233	-122.0880243
-14.01192	-122.8984802
-14.51152	-126.6721581
-15.01111	-127.3448024
-15.51071	-130.3948936
-16.0103	-130.6885106
-16.5099	-134.4621277
-17.00949	-135.0658967
-17.50909	-137.2545897
-18.02591	-137.3124012
-18.50828	-140.1503951
-19.00787	-143.0281459
-19.50747	-145.8714894
-20.00706	-148.8871125
-20.50666	-149.3530091
-21.00625	-151.472766
-21.50585	-154.453921
-22.00544	-157.2283283
-22.50504	-157.4530699
-23.00463	-160.2619453
-23.50423	-162.6228571
-24.00382	-163.15769
-24.50342	-165.8631611
-25.00302	-168.0863222
-25.50261	-168.5866869
-26.0022	-170.7408511
-26.5018	-173.4119149
-27.0014	-175.2560486
-27.50099	-177.4791489
-28.00059	-178.2896049
-28.50018	-180.7538602
-29.017	-181.3285106
-29.5166	-183.8617021
-30.01619	-186.1537994
-30.51579	-187.3087538
-31.01538	-187.3956839
-31.51498	-190.8246809
-32.01458	-191.2905775
-32.51417	-192.1699088
-33.01376	-190.8786018
-33.51336	-192.7227356
-32.99654	-155.763465
-32.49694	-148.578845
-31.99734	-142.703465
-31.49775	-141.3072948
-30.99816	-134.8462006
-30.49856	-133.62231
-29.99897	-126.6099088
-29.48214	-124.7604255
-28.99977	-122.852766
-28.48295	-119.5217629
-27.98336	-113.8875988
-27.48376	-112.0779331
-26.98417	-106.1680851
-26.48457	-103.3936778
-25.98498	-99.0343465
-25.48538	-97.70705167
-24.98579	-95.00158055
-24.48619	-88.50601824
-23.9866	-86.97197568
-23.487	-82.78492401
-22.98741	-80.07945289
-22.48781	-74.65197568
-21.98822	-70.60273556
-21.48862	-69.68887538
-20.98903	-64.9849848
-20.48943	-60.79793313
-19.98984	-57.437769
-19.49024	-56.04156231
-18.99065	-51.30319757
-18.49105	-50.18262614
-17.99146	-45.89218237
-17.49186	-44.25479027
-16.99227	-40.68789666
-16.49267	-37.3277386
-15.99307	-35.27687538
-15.47625	-31.29114894
-14.97666	-27.75871125
-14.49429	-25.57539818
-13.99469	-22.73206687
-13.4951	-19.06180547
-12.9955	-16.32183587
-12.49591	-13.44404863
-11.99631	-9.256960486
-11.49672	-8.274200608
-10.99712	-3.398007903
-10.4803	-1.755224316
-9.997932	3.632421884
-9.498337	5.097556839
-8.998742	6.287045593
-8.499146	10.85314894
-7.999552	15.38479027
-7.499957	17.26338602
-6.983134	18.21706991
-6.483539	19.88893617
-5.983944	22.56000608
-5.484349	25.88572036
-4.984754	31.48546505
-4.485158	32.02031611
-3.985563	35.20821277
-3.485968	38.18937994
-2.986373	41.17054103
-2.486778	44.2206079
-1.987183	44.68655319
-1.487588	48.42572644
-0.970765	51.86018845
-0.4883973	55.49062006
0.01119782	55.85320365
0.510793	59.17890578
1.010388	62.53908815
1.509983	65.52024316
2.009578	66.36522796
2.509173	70.20772036
3.008769	71.12158055
3.508364	74.7918541
4.007959	76.29148936
4.507554	79.89282675
5.007149	80.70328267
5.506744	84.51136778
6.00634	85.63197568
6.505935	89.54340426
7.00553	90.80182371
7.505125	94.23088146
8.004721	95.04139818
8.504315	98.60826748
9.003911	99.10869301
9.503506	102.3654711
10.0031	104.9676596
10.5027	105.7436474
11.00229	108.8626748
11.50189	111.9471733
12.00148	113.3089362
12.5183	116.2610334
13.00067	117.3417629
13.50027	120.2885106
14.01709	121.7244985
14.51668	124.6367781
15.01628	127.8246201
15.51587	129.0485714
16.01547	132.0297264
16.51506	133.2536778
17.01466	135.6835258
17.51426	135.4603647
18.01385	139.5096049
18.51344	141.0436474
19.01304	144.3348936
19.51264	145.3176292
20.01223	148.1609726
20.51183	149.0748328
21.02865	152.4058967
21.51101	153.41769
22.01061	157.191307
22.51021	158.1741033
23.0098	161.0862614
23.5094	162.0690578
24.00899	163.2584802
24.50859	165.4816413
25.00818	168.1526444
25.50778	169.4110638
26.00737	172.0476596
26.50697	173.7883891
27.00656	174.5299088
27.50616	177.3732523
28.00575	177.4601216
28.50535	180.4068085
29.00494	181.5962918
29.50454	182.5790274
30.00413	185.3533739
30.50373	185.1646201
31.00332	189.0415805
31.50292	189.6797568
32.00251	191.0759271
32.50211	192.7477812
33.00171	192.5590274
33.5013	195.40231
34.01812	197.0105775
34.50049	197.6434043
35.00008	199.3151976
35.51691	198.9250456
36.0165	199.6665653
36.5161	201.9586018
37.01569	201.7353799
37.51529	204.2341033
38.01488	202.8393921
38.51448	205.6482067
39.01407	203.3920973
39.51367	204.9950152
40.01326	207.5281459
40.51286	208.0629179
41.01245	209.148997
41.51205	209.683769
42.01164	211.011003
42.51124	209.7196353
43.01083	211.3914286
43.51043	210.4102128
44.01003	211.5995745
44.50962	209.7913678
45.00922	211.8077204
45.50881	211.6533739
46.02563	213.0548936
46.508	209.3118541
47.04205	210.5119757
47.50719	212.6209119
48.00679	210.9160486
48.50638	212.5189058
49.00598	211.4342857
49.50557	212.3135562
50.00517	211.5044985
50.50476	212.0048024
49.97071	150.6460182
49.47112	150.2146505
48.98875	149.8575684
48.48915	149.495076
47.98956	141.0356839
47.48996	140.4320365
46.99037	134.9012766
46.49077	130.5075988
45.99118	129.4904559
45.49158	124.2009119
44.99199	119.7727052
44.49239	117.5496657
43.9928	113.6038298
43.4932	111.036231
42.99361	106.4357447
42.49401	104.4193921
41.99442	100.1979331
41.49482	99.62869301
40.99523	94.47696049
40.49563	89.84200608
39.99604	87.48109422
39.49644	82.88066869
38.99685	80.93319149
38.48002	76.67191489
37.99765	74.86765957
37.49806	70.50832827
36.99847	69.21556231
36.48164	65.16097264
35.99928	62.21969605
35.49968	61.06468085
34.98286	57.83703343
34.48326	54.44246201
33.98367	51.18570821
33.48407	50.09963526
32.98448	46.73951368
32.48488	44.79204863
31.98529	41.70756839
31.48569	39.13991489
30.9861	36.29662006
30.4865	33.86677812
29.98691	32.74623708
29.48731	29.90293009
28.98771	28.2311003
28.48812	25.7323465
27.98853	23.13022492
27.48893	17.97842553
26.98933	17.58142857
26.48974	13.56664438
25.99014	13.51419453
25.49055	8.638030395
24.99095	6.277082067
24.49136	3.537136778
23.99176	2.106482675
23.49217	-0.909113678
22.99257	-1.85739696
22.49298	-5.320910638
21.99338	-8.577696049
21.49379	-9.353708207
20.99419	-11.61129483
20.4946	-12.28394529
19.995	-14.43816413
19.49541	-16.97139818
18.99581	-19.3323465
18.49622	-22.38240729
17.99662	-23.53744073
17.49703	-26.07066869
16.99743	-27.50133739
16.49784	-29.72448024
15.99824	-33.22245593
15.49865	-34.48085106
14.98182	-34.6765228
14.49946	-38.72040122
13.98263	-40.08754407
13.46581	-40.62776292
12.98344	-44.29264438
12.48385	-44.89640122
11.98425	-47.80864438
11.48466	-47.96448024
10.98506	-51.77255927
10.48547	-52.96205471
9.968646	-56.08640729
9.486279	-57.06379331
8.986683	-60.73406079
8.487088	-61.33781155
7.987493	-61.87264438
7.487897	-64.33702128
6.988302	-64.6306383
6.488707	-68.1631003
5.989112	-71.07531915
5.489517	-71.67908815
4.989922	-74.72917933
4.490326	-75.26401216
3.990731	-77.14261398
3.491136	-77.22954407
2.991541	-80.55531915
2.491946	-83.63981763
1.992351	-84.03683891
1.492756	-87.36255319
0.9931607	-87.72510638
0.4935656	-90.84413374
-0.006029591	-91.37896657
-0.5056247	-94.01556231
-1.00522	-94.34370821
-1.504815	-97.53161094
-2.00441	-97.92863222
-2.504005	-101.0820669
-3.003601	-103.6841945
-3.503196	-104.3913678
-4.002791	-107.4758663
-4.502386	-108.3208511
-5.001981	-111.508693
-5.501576	-111.9746505
-6.001172	-112.5094833
-6.500767	-116.2831003
-7.000362	-116.8524012
-7.517184	-119.5977508
-8.016779	-120.3737994
-8.516374	-123.3894225
-9.015969	-123.9931915
-9.515564	-126.5609119
-10.01516	-127.0957447
-10.51475	-130.0768997
-11.01435	-130.6806687
-11.51394	-133.2827964
-12.01354	-133.9899088
-12.51313	-136.5920973
-13.01273	-137.092462
-13.51233	-139.5223708
-14.01192	-142.1244985
-14.51152	-142.6593313
-15.01111	-144.4345289
-15.51071	-144.9004863
-16.0103	-148.6741033
-16.5099	-149.4845593
-17.00949	-152.5691185
-17.50909	-153.2072948
-18.00868	-155.2926444
-18.50828	-155.6896049
-19.00787	-158.739696
-19.50747	-159.308997
-20.00706	-161.5665653
-20.50666	-161.9291185
-21.00625	-164.2556231
-21.50585	-166.0997568
-22.00544	-166.8412766
-22.50504	-169.7879635
-23.00463	-170.1505167
-23.50423	-172.1669301
-24.00382	-172.736231
-24.50342	-174.7870517
-25.00302	-177.320304
-25.50261	-177.4761094
-26.0022	-179.5269301
-26.5018	-180.0617629
-27.0014	-181.8024924
-27.50099	-184.163465
-28.00059	-185.0772644
-28.50018	-186.8179939
-29.017	-187.2548328
-29.53382	-189.2076596
-30.01619	-190.1161094
-30.51579	-191.9602432
-31.01538	-192.184924
-31.51498	-194.580304
-32.01458	-194.8049848
-32.51417	-196.1322796
-33.01376	-197.2872948
-33.51336	-197.8220669
-34.01295	-198.9081459
-34.51255	-199.1328267
-35.01215	-200.6668693
-35.51174	-201.0638298
-36.01133	-202.6322796
-36.51093	-203.1670517
-37.01052	-203.4262006
-37.51012	-203.0995745
-38.00972	-202.9108207
-38.50931	-201.8262006
-39.00891	-204.8072948
-39.5085	-205.3075988
-40.00809	-205.4634043
-40.50769	-205.2057143
-41.00729	-207.6699696
-41.50688	-208.7904559
-42.00648	-207.1545897
-42.50607	-207.7927052
-43.00567	-208.9132523
-43.50526	-208.2764742
-44.00486	-209.293617
-44.50445	-208.2779331
-45.00405	-208.2613982
-45.50364	-209.485228
-46.00324	-209.0207903
-46.50283	-207.5571429
-47.00243	-209.401155
-47.50202	-209.5224924
-48.00162	-210.7807903
-48.50121	-207.3531915
-49.00081	-208.1979939
-49.5004	-206.9410942
-50.01723	-204.070152
-49.48318	-160.5246201
-48.98358	-152.7543465
-48.48399	-150.0489362
-47.98439	-145.517386
-47.48479	-141.9161094
-46.9852	-136.8333131
-46.48561	-135.1270517
-45.98601	-132.9384802
-45.46919	-127.5746505
-44.98682	-125.7359271
-44.48722	-121.3077812
-43.98763	-119.4292401
-43.48803	-113.553921
-42.98844	-111.3308815
-42.48885	-109.3145289
-41.98925	-105.7132523
-41.48965	-101.698541
-40.99006	-98.85525836
-40.49046	-95.4262614
-39.99087	-91.06699088
-39.49127	-88.60273556
-38.99168	-85.31148936
-38.49208	-81.77914894
-37.99249	-77.69550152
-37.49289	-76.29933131
-36.9933	-72.56024316
-36.4937	-69.13118541
-35.99411	-67.87282675
-35.47728	-64.23173252
-34.99492	-60.91142857
-34.49532	-59.13625532
-33.99573	-58.22244985
-33.49613	-54.86234043
-32.99654	-50.95093617
-32.49694	-49.79594529
-31.99734	-46.67700912
-31.49775	-43.2479696
-30.98093	-42.25987842
-30.49856	-41.21361702
-29.99897	-37.85348936
-29.49937	-35.69928875
-28.99977	-33.44172036
-28.46572	-30.58767173
-27.98336	-29.16239514
-27.48376	-26.21572644
-26.98417	-22.61440122
-26.48457	-19.94336778
-25.98498	-16.72104559
-25.48538	-14.98029787
-24.98579	-11.44787842
-24.48619	-9.982772036
-23.9866	-6.725993921
-23.46977	-5.15213921
-22.98741	-3.761312462
-22.48781	-0.573439878
-21.98822	0.202571733
-21.48862	2.701344073
-20.98903	5.648034043
-20.48943	6.906425532
-19.98984	9.853112462
-19.49024	11.11150152
-18.99065	13.85146505
-18.49105	14.83421277
-17.97423	16.16689362
-17.49186	17.35099696
-16.97504	19.47613982
-16.49267	21.96955623
-15.99307	24.70951368
-15.49348	26.62255927
-14.99388	28.25995745
-14.49429	30.37973252
-13.99469	31.84486322
-13.4951	34.4470152
-12.9955	36.36005471
-12.49591	37.99746505
-11.97908	39.19233435
-11.49672	41.20337386
-10.99712	43.28869909
-10.49753	44.65046809
-9.997932	46.4946079
-9.498337	47.47737386
-8.998742	50.42407295
-8.499146	50.6143769
-7.999552	53.3543465
-7.499957	53.88919149
-6.983134	55.94544073
-6.483539	58.16858359
-5.983944	60.04719149
-5.484349	60.92656535
-4.984754	62.35726444
-4.485158	62.85768997
-3.985563	65.8043769
-3.485968	66.30480243
-2.986373	68.87246201
-2.486778	70.68218845
-1.987183	72.73306991
-1.487588	73.99142857
-0.9879924	75.69775076
-0.4883973	77.43854103
0.01119782	79.00705167
0.510793	80.0587234
1.010388	80.80030395
1.509983	83.47136778
2.009578	84.38522796
2.509173	86.78066869
3.008769	88.10796353
3.508364	88.95294833
4.007959	88.79866261
4.507554	91.40085106
5.007149	92.55586626
5.506744	93.02182371
6.00634	95.86516717
6.505935	96.81343465
7.00553	98.93325228
7.505125	99.81264438
8.004721	101.1055319
8.504315	103.7421277
9.003911	104.4492401
9.503506	105.811003
10.0031	106.0702128
10.5027	109.4648024
11.00229	110.2408511
11.50189	112.5329483
12.00148	114.2048024
12.50108	115.187538
13.00067	116.5493009
13.50027	118.3244985
14.01709	119.5538602
14.51668	119.8819453
15.01628	121.6227356
15.51587	122.6399392
16.01547	125.069848
16.51506	126.2248632
17.01466	127.6555015
17.51426	128.8105167
18.01385	129.8277204
18.53067	132.366383
19.01304	133.4471125
19.51264	134.636535
20.01223	136.4117933
20.51183	137.4978723
21.01142	138.3772644
21.51101	139.9457751
22.01061	140.4461398
22.51021	142.393617
23.0098	144.1344073
23.5094	145.6683891
24.00899	146.2032219
24.50859	148.5297264
25.02541	149.5522796
25.50778	150.9775684
26.00737	151.960304
26.50697	151.1168997
27.00656	154.5804255
27.50616	154.7017629
28.00575	156.8904559
28.50535	150.2586018
29.00494	157.6155015
29.52176	158.1212158
30.00413	162.5440729
30.50373	163.5612766
31.02055	164.7561094
31.50292	165.9746505
32.00251	166.0959878
32.50211	168.5947112
33.01893	168.6180547
33.5013	170.8702736
34.00089	171.6462614
34.51772	173.9091185
35.00008	175.2654711
35.51691	176.2535562
36.0165	177.9598784
36.5161	177.288693
37.01569	179.5807295
37.51529	179.7709422
38.01488	181.0637082
38.51448	182.0464438
39.01407	183.8215805
39.51367	184.2530091
40.01326	184.2709422
40.51286	186.5629787
41.01245	186.3741641
41.51205	189.1140426
42.01164	187.6503951
42.51124	187.9440122
43.01083	190.1326444
43.51043	192.1489362
44.01003	192.6837082
44.50962	194.4933131
45.00922	194.0633435
45.50881	193.0475988
46.0084	192.5831611
46.52523	194.3292401
47.0076	195.9956231
47.50719	196.3236474
48.00679	197.7197568
48.50638	197.978845
49.00598	197.7900304
49.50557	197.7734954
50.00517	199.0317933
49.48834	164.4155623
48.98875	162.8815805
48.48915	157.1096657
47.98956	155.403465
47.48996	149.7004255
46.99037	143.4461398
46.49077	141.429848
45.99118	139.6202432
45.49158	133.4693009
44.99199	131.8664438
44.49239	128.1618237
43.9928	126.1799392
43.4932	121.0282067
42.97638	120.3502736
42.49401	114.6181155
41.99442	110.0176292
41.49482	107.9668693
40.99523	103.7109422
40.49563	102.3492401
39.99604	96.92182371
39.49644	95.35337386
38.99685	90.71848024
38.48002	85.90589666
37.99765	84.68735562
37.49806	79.67343465
36.99847	78.24279635
36.49887	74.46924012
35.99928	73.72772036
35.49968	69.19610942
34.96563	65.54960486
34.48326	63.15963526
33.98367	61.86680851
33.48407	57.74867477
32.98448	55.93903343
32.48488	52.26882067
31.98529	50.83818237
31.48569	47.89151368
30.9861	46.32306383
30.4865	43.23856535
29.98691	40.56754407
29.48731	39.82600608
28.98771	36.12132523
28.48812	34.07048632
27.98853	31.22717933
27.48893	29.38307599
26.98933	26.67758055
26.48974	25.9704924
25.99014	19.95730699
25.47332	17.65990274
24.99095	16.6136231
24.49136	13.46021884
23.97454	10.40479027
23.49217	9.32406079
22.99257	5.412635258
22.49298	4.257617629
21.99338	3.481601216
21.47656	-0.814207295
20.99419	-1.894947112
20.47737	-3.36543769
19.995	-7.409319149
19.49541	-8.564340426
18.99581	-9.926097264
18.49622	-12.73497264
17.99662	-13.33871733
17.49703	-15.11393313
16.99743	-16.85469909
16.49784	-19.2501155
15.98102	-22.20218237
15.49865	-24.52331915
14.99905	-25.98844377
14.49946	-26.35100912
13.99986	-29.98681459
13.48304	-31.14722796
12.98344	-34.19728875
12.48385	-35.18004255
11.98425	-37.60992097
11.48466	-39.0061459
10.98506	-40.50572644
10.48547	-43.52134347
9.985873	-44.0217386
9.486279	-46.96843769
8.986683	-48.1234772
8.487088	-49.03733131
7.987493	-52.05294833
7.487897	-52.69116109
6.988302	-56.18914894
6.488707	-56.65508815
5.989112	-59.25724012
5.489517	-59.89545897
4.989922	-60.32694225
4.490326	-63.583769
3.990731	-64.25641337
3.491136	-66.89300912
2.991541	-67.42790274
2.491946	-70.68468085
1.992351	-71.11617021
1.492756	-71.58212766
0.9931607	-74.56328267
0.4935656	-74.89136778
-0.006029591	-77.11452888
-0.5056247	-77.40820669
-1.00522	-80.59610942
-1.504815	-80.95866261
-2.00441	-84.49112462
-2.504005	-84.99148936
-3.003601	-88.35167173
-3.503196	-89.23106383
-4.002791	-90.00711246
-4.502386	-92.78158055
-5.001981	-93.41975684
-5.518804	-93.82218845
-6.001172	-96.72905775
-6.500767	-97.29835866
-7.000362	-97.59197568
-7.517184	-101.2331915
-8.016779	-101.6991489
-8.516374	-105.1626748
-9.015969	-105.8008511
-9.515564	-106.5080243
-10.01516	-108.9378723
-10.51475	-110.0240122
-11.01435	-110.7311246
-11.51394	-113.0576292
-12.01354	-114.4193921
-12.51313	-115.0576292
-13.01273	-115.9714894
-13.51233	-119.1248632
-14.01192	-120.0731915
-14.51152	-120.8492401
-15.01111	-123.5547112
-15.51071	-124.2274164
-16.0103	-124.8655927
-16.5099	-127.0887538
-17.00949	-127.5201824
-17.50909	-128.1239514
-18.00868	-130.0714286
-18.50828	-130.3306383
-19.00787	-133.9319757
-19.50747	-134.1911854
-20.00706	-135.4840122
-20.50666	-135.6742857
-21.00625	-138.8277204
-21.50585	-137.5708815
-22.00544	-142.033617
-22.50504	-142.5339818
-23.00463	-144.8949544
-23.50423	-145.2229787
-24.00382	-147.1705167
-24.50342	-147.8775684
-25.00302	-148.9637082
-25.50261	-149.2917933
-26.0022	-151.4804255
-26.5018	-154.0825532
-27.01862	-154.6227964
-27.50099	-154.9454711
-28.00059	-157.7543465
-28.50018	-157.9446201
-29.017	-160.7243769
-29.5166	-161.3970213
-30.01619	-162.6553799
-30.51579	-163.0868085
-31.03261	-165.6598176
-31.51498	-166.2926444
-32.01458	-167.3097872
-32.51417	-167.6723404
-33.01376	-169.0685106
-33.51336	-169.1209119
-34.01295	-172.171003
-34.51255	-174.1528267
-35.01215	-174.2742249
-35.51174	-175.6359271
-36.01133	-177.5489362
-36.51093	-178.324924
-37.01052	-180.2378723
-37.51012	-180.6693009
-38.00972	-181.548693
-38.50931	-181.8422492
-39.00891	-183.4795745
-39.5085	-184.6345289
-40.02532	-185.1057751
-40.50769	-186.1865046
-41.00729	-186.5145289
-41.50688	-188.6342249
-42.00648	-189.4446201
-42.50607	-190.5651064
-43.00567	-191.5822492
-43.50526	-192.323769
-44.00486	-193.9266261
-44.52168	-194.4668085
-45.00405	-194.6171429
