Saatcioglu and Grira1999 Column BG-6	
10.0031	107.5192705
10.5027	110.4987842
11.00229	112.1690578
11.50189	113.0812766
12.00148	116.8532523
12.50108	118.2134347
13.00067	121.7442553
13.50027	123.138845
14.01709	123.2983587
14.51668	126.6913678
15.01628	129.7398176
15.51587	131.4100304
16.0327	133.7747112
16.51506	137.7480851
17.01466	138.1779331
17.51426	142.0877204
18.01385	142.8621277
18.51344	145.1525836
19.01304	146.8227964
19.51264	149.80231
20.01223	150.8179331
20.51183	153.1427964
21.01142	154.7096657
21.51101	157.6202432
22.01061	158.0156231
22.51021	162.2699696
23.0098	164.0435866
23.5094	166.5407295
24.00899	167.5562918
24.50859	170.8114894
25.00818	172.998541
25.50778	174.9099088
26.00737	177.1314286
26.50697	179.4562918
27.00656	180.9541641
27.50616	182.3143465
28.00575	185.7417021
28.50535	186.2404863
29.00494	187.1871125
29.50454	189.3741641
30.00413	190.286383
30.50373	192.0599392
31.00332	192.1451672
31.50292	196.4684498
32.00251	197.1393921
32.51934	198.952766
33.00171	199.0671733
32.46766	154.2140426
31.98529	153.4105775
31.48569	152.5672948
30.9861	142.5244985
30.4865	140.8542857
29.98691	139.769848
29.48731	130.8640122
28.98771	128.8148328
28.47089	126.9669909
27.98853	124.0961702
27.48893	116.8442553
26.97211	115.0308815
26.48974	113.5038298
25.99014	111.833617
25.49055	104.9606687
24.99095	103.7383587
24.49136	96.31416413
23.99176	93.78255319
23.49217	92.00899696
22.97535	89.78212766
22.49298	86.94577508
21.97616	82.78948328
21.49379	80.26316109
20.99419	77.80048632
20.4946	76.23361702
19.995	72.0137386
19.49541	71.06705167
18.99581	66.77823708
18.49622	64.00541033
17.99662	61.26705167
17.49703	58.83883891
16.99743	53.82646201
16.49784	50.91584195
15.98102	50.44622492
15.49865	44.68113678
14.99905	43.52772644
14.49946	39.23890578
13.99986	36.36274164
13.46581	32.61456535
12.98344	31.91438298
12.48385	25.48933739
11.96703	22.15993313
11.48466	21.90767173
10.98506	16.2406383
10.48547	11.9862614
9.985873	10.38493009
9.486279	8.783598784
8.986683	2.565279635
8.469861	0.028339903
7.987493	-1.602130699
7.487897	-8.096091185
6.988302	-9.421781155
6.488707	-14.91654711
5.989112	-15.62204863
5.489517	-23.6664924
4.989922	-24.23417021
4.455872	-24.53684498
3.990731	-24.71488754
3.491136	-32.13914286
2.991541	-32.50009119
2.491946	-36.06536778
1.992351	-36.11622492
1.492756	-42.50682675
0.9931607	-42.72995137
0.4935656	-46.98433435
-0.006029591	-49.99832827
-0.5056247	-51.22066869
-1.00522	-55.19939818
-1.504815	-61.27987842
-2.00441	-62.26103343
-2.504005	-65.99860182
-3.003601	-67.84109422
-3.503196	-68.54662614
-4.002791	-71.62954407
-4.502386	-74.4712462
-5.001981	-75.07337386
-5.501576	-78.29410334
-6.018399	-80.52097264
-6.500767	-84.11537994
-7.000362	-86.57805471
-7.517184	-88.46036474
-8.016779	-91.09537994
-8.516374	-92.2487538
-9.015969	-96.08966565
-9.515564	-98.75914894
-10.01516	-99.32680851
-10.51475	-102.3752584
-11.01435	-103.3219453
-11.51394	-106.5082067
-12.01354	-107.2481459
-12.51313	-110.2621277
-13.02996	-112.5234043
-13.51233	-115.3942857
-14.01192	-118.6150152
-14.51152	-119.1137386
-15.01111	-119.1990881
-15.51071	-119.4566565
-16.0103	-125.2959271
-16.5099	-125.7257751
-17.00949	-129.9801824
-17.50909	-130.7201216
-18.00868	-133.4240122
-18.50828	-137.1959878
-19.00787	-137.8325836
-19.50747	-138.4691185
-20.00706	-141.5865046
-20.50666	-144.6004863
-21.00625	-144.8925228
-21.50585	-146.8728267
-22.00544	-147.1648632
-22.50504	-148.3526444
-23.00463	-152.8137994
-23.50423	-153.4848024
-24.00382	-157.0844985
-24.50342	-157.7555015
-25.00302	-160.1148328
-25.50261	-161.1303951
-26.0022	-163.2829787
-26.5018	-165.2632827
-27.0014	-166.7956839
-27.51822	-172.3646201
-28.00059	-172.5824316
-28.50018	-172.7366565
-29.017	-172.827234
-29.5166	-178.4941641
-30.01619	-179.3030395
-30.51579	-180.5253495
-31.01538	-183.1258359
-31.51498	-183.3488754
-32.01458	-185.0880243
-32.51417	-185.4488754
-33.01376	-188.7729483
-33.51336	-189.1338602
-34.03018	-189.0866261
-33.49613	-148.1958663
-32.99654	-147.0424924
-32.49694	-141.8578723
-31.99734	-134.8471125
-31.49775	-133.8660182
-30.99816	-128.7847416
-30.49856	-126.9422492
-29.99897	-121.998845
-29.49937	-120.0874164
-28.99977	-117.7970213
-28.48295	-113.1928267
-27.98336	-111.4536778
-27.48376	-107.7851064
-26.98417	-99.77513678
-26.48457	-97.96711246
-25.96775	-94.70662614
-25.48538	-90.83659574
-24.98579	-87.85708207
-24.48619	-86.49696049
-23.9866	-81.96699088
-23.46977	-79.63677812
-22.98741	-78.83325228
-22.48781	-75.44030395
-21.98822	-73.14990881
-21.48862	-69.58462006
-20.98903	-67.70765957
-20.48943	-65.58954407
-19.98984	-62.3343465
-19.49024	-59.21700912
-18.99065	-56.68541033
-18.49105	-54.36053495
-17.99146	-51.6566383
-17.49186	-50.81333739
-16.99227	-47.24807295
-16.49267	-43.61389666
-15.99307	-43.04622492
-15.49348	-39.68768997
-14.99388	-37.2249848
-14.49429	-34.17654103
-13.99469	-30.43899696
-13.4951	-27.97629179
-12.9955	-24.92784802
-12.49591	-22.15504559
-11.99631	-18.93432827
-11.49672	-16.05815805
-10.99712	-13.56099088
-10.49753	-10.03017629
-9.997932	-7.395191489
-9.498337	-4.312289362
-8.981514	0.291958359
-8.499146	1.129959271
-7.999552	5.901163526
-7.499957	8.60506383
-6.983134	13.03703343
-6.483539	15.05182979
-5.983944	18.75492401
-5.484349	20.59744681
-4.984754	24.88627964
-4.485158	27.59018237
-3.985563	30.8453617
-3.485968	34.27282067
-2.986373	36.66661398
-2.486778	38.40577508
-1.987183	41.38531307
-1.487588	44.15812766
-0.9879924	46.51748328
-0.4883973	50.28948328
0.01119782	51.54626748
0.510793	57.00658359
1.010388	59.53820669
1.509983	62.65556231
2.009578	64.87708207
2.509173	68.30455927
3.008769	69.11343465
3.508364	73.71234043
4.007959	75.8649848
4.507554	77.81088146
5.007149	80.92820669
5.506744	84.21787234
6.00634	85.16455927
6.505935	88.45416413
7.00553	90.77908815
7.505125	92.34595745
8.004721	96.42802432
8.504315	97.89155015
9.003911	100.2508815
9.503506	101.5765957
10.0031	104.3149544
10.5027	106.8120973
11.00229	109.4471125
11.50189	110.8417021
12.00148	114.0279635
12.50108	116.2839514
13.00067	118.7122188
13.50027	121.1404255
14.01709	123.6429179
14.51668	125.7955623
15.01628	126.6043769
15.51587	128.5502736
16.01547	131.0129483
16.51506	135.1984195
17.01466	136.1106383
17.51426	138.5733131
18.01385	140.7259574
18.51344	142.2238906
19.01304	145.5134954
19.51264	146.8392097
20.01223	148.4749544
20.52905	151.2186018
21.01142	153.5381763
21.51101	155.5874164
22.01061	156.8097264
22.51021	160.2026748
23.0098	161.5283891
23.5094	162.7851064
24.00899	165.6957447
24.50859	167.503769
25.00818	170.1042553
25.50778	171.74
26.00737	173.6858967
26.50697	175.6317325
27.00656	179.0592097
27.50616	179.7990881
28.00575	180.5390274
28.50535	182.1058359
29.00494	184.396231
29.50454	186.3076596
30.00413	187.7711246
30.50373	189.1311854
31.00332	191.7662006
31.50292	193.3674772
32.00251	195.278845
32.50211	196.5700912
33.00171	198.2402432
33.5013	199.2213374
34.00089	201.4427964
34.50049	202.9751976
35.00008	203.8528875
35.51691	205.287234
36.0165	206.0960486
36.5161	206.4569605
37.01569	208.3683283
37.51529	209.2460182
38.01488	209.7791489
38.51448	211.5527052
39.01407	210.8799392
39.51367	212.5845593
40.01326	213.1521581
40.51286	213.4441945
41.02968	215.2919149
41.51205	213.7524012
42.01164	215.2158663
42.51124	216.6448632
43.01083	217.0057143
43.51043	217.2632219
44.02725	217.6982979
44.50962	218.0537994
45.00922	219.2761094
45.50881	218.4999392
46.0084	218.1372644
46.508	220.2552584
47.0076	218.6866869
47.50719	218.0827356
48.00679	219.1671733
48.50638	219.9069909
49.00598	221.1291793
49.50557	221.4556231
50.00517	211.376535
49.48834	171.4903343
48.98875	163.9628571
48.48915	162.6027964
47.97233	154.9321581
47.48996	153.1984195
46.99037	148.2206079
46.49077	147.0328267
45.99118	141.400304
45.49158	140.1436474
44.99199	134.648997
44.45794	133.1060182
43.9928	131.8255319
43.4932	125.7450456
42.99361	124.6262006
42.49401	120.9231611
41.99442	118.1159878
41.47759	113.4429179
40.99523	112.2604255
40.49563	106.9035866
39.99604	105.853617
39.49644	104.631307
38.97962	98.64893617
38.48002	97.35775076
37.99765	94.31471125
37.49806	92.36887538
36.98124	90.93458967
36.49887	88.37386018
35.99928	85.9456535
35.49968	84.58559271
34.98286	80.91167173
34.48326	79.99951368
33.98367	76.77884498
33.48407	74.72966565
32.96725	71.40030395
32.48488	70.73458967
31.98529	70.09805471
31.48569	66.70510638
30.9861	64.79367781
30.4865	63.39914894
29.98691	61.3843769
29.48731	59.43853495
28.98771	57.63051064
28.48812	55.20228571
27.98853	51.53367781
27.48893	48.45080851
26.98933	46.47049848
26.48974	45.73057751
25.99014	43.71581155
25.49055	41.01193921
24.99095	38.68707599
24.49136	35.29410334
23.99176	32.55578116
23.49217	30.98892401
22.99257	29.38761094
22.49298	26.09799392
21.99338	24.9101459
21.47656	21.23620669
20.99419	17.46953799
20.4946	13.35299696
19.995	12.06177508
19.49541	11.42519757
18.99581	6.619550152
18.49622	3.295478419
17.99662	1.935341641
17.49703	-1.871105775
16.98021	-3.684475988
16.49784	-6.383045593
15.99824	-9.844948328
15.49865	-10.55043769
14.99905	-11.49711854
14.49946	-14.13209119
13.99986	-16.9048997
13.48304	-20.3721155
12.98344	-21.52553191
12.48385	-24.74624924
11.98425	-24.96937386
11.48466	-28.53465046
10.98506	-31.5486383
10.46824	-34.29230395
9.985873	-38.05899088
9.486279	-41.38308207
8.986683	-42.29530699
8.487088	-45.75721581
7.987493	-46.94508815
7.487897	-49.13215805
6.988302	-49.69983587
6.488707	-53.16175076
5.989112	-53.7638845
5.489517	-57.63925228
4.989922	-58.62040122
4.490326	-61.28984802
3.990731	-62.75337386
3.491136	-65.2849848
2.991541	-66.78297872
2.491946	-68.90109422
1.992351	-72.22516717
1.492756	-73.10297872
0.9931607	-75.32449848
0.4935656	-77.0981155
-0.006029591	-79.62972644
-0.5056247	-82.43702128
-1.00522	-84.55519757
-1.504815	-85.22620061
-2.00441	-88.58474164
-2.504005	-90.08273556
-3.003601	-91.75300912
-3.503196	-95.28382979
-4.002791	-95.71367781
-4.502386	-95.93677812
-5.001981	-96.33215805
-5.501576	-101.1378723
-6.001172	-103.0148328
-6.500767	-106.5456535
-7.000362	-106.9755015
-7.517184	-107.2728875
-8.016779	-111.2516109
-8.516374	-112.1293617
-9.015969	-116.383769
-9.515564	-117.2270517
-10.01516	-118.3804863
-10.51475	-119.6717325
-11.01435	-121.5142857
-11.53117	-122.7074164
-12.01354	-123.511003
-12.51313	-126.5593921
-13.02996	-129.0274164
-13.51233	-130.9680243
-14.01192	-132.4314894
-14.51152	-135.4110638
-15.01111	-135.5308207
-15.51071	-137.7868085
-16.0103	-138.4922796
-16.5099	-140.5759878
-17.00949	-141.5915502
-17.50909	-144.3299088
-18.00868	-144.4151976
-18.50828	-146.6367173
-19.00787	-146.8598176
-19.50747	-151.1831003
-20.00706	-152.9566565
-20.50666	-154.0067477
-21.00625	-155.4702128
-21.50585	-157.2782371
-22.00544	-158.8795745
-22.50504	-161.8246201
-23.00463	-162.5645593
-23.50423	-165.7852888
-24.00382	-167.1109422
-24.50342	-168.3332523
-25.00302	-168.418541
-25.50261	-171.191307
-26.0022	-172.2758055
-26.5018	-173.3257751
-27.0014	-177.5801824
-27.50099	-178.7335562
-28.00059	-179.4045593
-28.50018	-180.0066261
-29.017	-182.5435258
-29.5166	-182.9733739
-30.01619	-183.4720973
-30.51579	-185.2112462
-31.01538	-185.7099088
-31.51498	-186.1397568
-32.01458	-187.7065653
-32.51417	-187.7918541
-33.01376	-187.601459
-33.51336	-190.6843161
-34.01295	-191.1485714
-34.51255	-191.8195745
-35.01215	-192.0426748
-35.51174	-193.1271125
-36.01133	-193.3157447
-36.51093	-193.9178116
-37.01052	-193.865228
-37.51012	-196.6379939
-38.00972	-196.2753191
-38.52654	-197.1583587
-39.00891	-197.6172644
-39.5085	-198.0470517
-40.00809	-198.4079635
-40.50769	-198.2864438
-41.00729	-199.2330699
-41.50688	-201.3166565
-42.00648	-201.9187234
-42.50607	-202.8998176
-43.00567	-203.2951368
-43.50526	-203.5181763
-44.02208	-203.2297264
-44.50445	-204.8256535
-45.00405	-203.0847416
-45.50364	-204.582614
-46.00324	-203.9097872
-46.50283	-203.5471125
-47.00243	-203.5978723
-47.51925	-204.7909422
-48.00162	-204.0438906
-48.50121	-206.0930699
-49.00081	-206.3161094
-49.5004	-206.6424316
-50.01723	-207.5254103
-49.48318	-146.6162918
-48.98358	-143.2578723
-48.46676	-141.8925228
-47.98439	-137.161155
-47.48479	-135.4565957
-46.9852	-131.3745897
-46.48561	-129.3254103
-45.98601	-125.9325228
-45.48642	-121.8849848
-44.98682	-120.6972036
-44.47	-117.161155
-43.98763	-114.1869909
-43.48803	-111.0007903
-42.98844	-107.8835258
-42.48885	-106.488997
-41.98925	-101.890152
-41.48965	-98.66954407
-40.99006	-96.75817629
-40.49046	-93.70978723
-39.99087	-91.17823708
-39.49127	-88.68115502
-38.99168	-88.11349544
-38.49208	-84.4449848
-37.99249	-81.84449848
-37.49289	-79.89866261
-36.9933	-77.12589666
-36.4937	-75.90364742
-35.97688	-74.09033435
-35.49451	-72.28765957
-34.99492	-68.72243161
-34.49532	-66.15641337
-33.99573	-65.17531915
-33.49613	-63.33282675
-32.99654	-59.76761094
-32.49694	-59.06215805
-31.99734	-56.04820669
-31.49775	-54.92929483
-30.99816	-54.36165957
-30.49856	-52.20908207
-29.99897	-49.84977508
-29.49937	-47.62828571
-28.99977	-46.0269848
-28.48295	-44.11028571
-27.98336	-41.99215198
-27.48376	-40.42530699
-26.98417	-38.10044985
-26.48457	-37.91180547
-25.98498	-34.10536778
-25.48538	-30.23002432
-24.98579	-29.62791489
-24.48619	-28.12998176
-23.9866	-26.39084498
-23.487	-24.13489362
-22.98741	-22.0167538
-22.48781	-21.89700912
-21.98822	-15.64425532
-21.48862	-13.90511854
-20.98903	-12.02816413
-20.48943	-10.32348328
-19.98984	-7.343963526
-19.49024	-6.983027356
-18.99065	-4.41696535
-18.47382	-4.22298845
-17.99146	-1.214322796
-17.49186	2.17866383
-16.99227	3.883348936
-16.49267	4.933389666
-15.99307	8.498656535
-15.49348	9.652066869
-14.97666	11.84444377
-14.47706	14.54834043
-13.99469	17.14354407
-13.4951	17.67675988
-12.9955	19.20917933
-12.49591	19.88021884
-11.99631	23.30767173
-11.47949	26.32697264
-10.99712	29.09446201
-10.49753	30.24787842
-9.997932	31.57356231
-9.498337	34.75982979
-8.998742	37.32590881
-8.499146	38.58268693
-7.999552	41.80341641
-7.499957	41.7853617
-6.983134	44.87357447
-6.483539	47.26737994
-5.983944	49.28217629
-5.467122	52.26703343
-4.984754	54.104231
-4.485158	55.42992705
-3.985563	58.13382371
-3.485968	58.18467477
-2.986373	62.09452888
-2.486778	64.31604863
-1.987183	66.26194529
-1.487588	67.17416413
-0.9879924	70.91173252
-0.4883973	72.37525836
0.01119782	73.21854103
0.510793	75.57793313
1.010388	77.86832827
1.509983	79.71088146
2.009578	81.31221884
2.509173	83.05136778
3.008769	85.03173252
3.508364	86.28844985
4.007959	85.92589666
4.524781	89.87544073
5.007149	90.61009119
5.523972	93.83617021
6.00634	94.53635258
6.505935	95.96541033
7.00553	98.15246201
7.505125	99.82273556
8.004721	102.3198784
8.504315	104.2657751
9.003911	105.5225532
9.503506	107.8818845
10.0031	108.7941033
10.5027	109.947538
11.00229	111.5833435
11.51911	114.9816413
12.00148	116.5087538
12.50108	117.0764134
13.00067	119.4702128
13.50027	120.1756839
14.03432	121.098541
14.53391	124.1125228
15.01628	125.5362918
15.51587	126.3451672
16.01547	128.9456535
16.51506	131.0982371
17.03189	131.8435258
17.51426	132.0613374
18.01385	134.1794529
18.51344	137.2968389
19.01304	138.1745897
19.51264	139.982614
20.01223	141.7217629
20.51183	142.6339818
21.01142	142.5125228
21.51101	145.5609726
22.01061	144.4058967
22.51021	147.6610334
23.0098	148.7455319
23.5094	149.6921581
24.00899	153.016231
24.50859	152.9637082
25.00818	155.5986626
25.50778	157.8201824
26.0246	158.8066261
26.50697	160.643769
27.00656	162.658541
27.50616	163.2261398
28.00575	165.7232827
28.50535	165.7741033
29.00494	166.3417629
29.50454	169.183465
30.00413	170.8192097
30.52096	172.1157447
31.00332	172.6780547
31.50292	175.1407295
32.00251	175.8117325
32.50211	176.7928267
33.00171	177.8772644
33.5013	179.9609119
34.00089	181.9756839
34.50049	180.8205471
35.00008	184.0756839
35.51691	183.7182979
36.03373	186.117386
36.5161	186.8175076
37.01569	188.6599392
37.51529	189.9855927
38.01488	191.1734347
38.51448	192.2234043
39.01407	192.8943465
39.51367	193.2207903
40.03049	194.9651672
40.51286	196.1476596
41.01245	197.1976292
41.51205	198.109848
42.01164	198.7463222
42.51124	200.7610334
43.01083	201.5009119
43.51043	201.5861398
44.01003	203.6353191
44.50962	204.3062614
45.00922	204.3914894
45.50881	204.8556839
46.0084	206.3880243
46.508	206.4387842
47.0076	208.2812158
47.50719	208.8143465
48.00679	210.3810942
48.50638	208.5712462
49.00598	210.3102736
49.50557	210.0509422
50.00517	211.6522188
49.48834	173.9021884
48.98875	166.9260182
48.48915	161.6035866
47.98956	160.4502736
47.48996	155.0934347
46.99037	153.9401216
46.49077	149.3068693
45.99118	143.6398784
45.47435	142.2056535
44.99199	139.6793921
44.49239	135.2872948
43.9928	133.4448632
43.4932	131.3957447
42.99361	126.3489362
42.49401	121.5778116
41.99442	119.9765957
41.47759	119.2658359
40.978	113.116535
40.49563	112.1407295
39.99604	111.0562918
39.49644	107.3533131
38.97962	105.54
38.49725	100.498541
37.99765	99.41410334
37.49806	98.94984802
36.99847	93.31732523
36.49887	92.68079027
35.99928	89.04662614
35.49968	88.06553191
34.98286	86.87240122
34.48326	83.06601824
33.98367	80.91343465
33.48407	80.07021277
32.96725	76.60297872
32.48488	74.80030395
31.98529	72.02753799
31.48569	71.18425532
30.9861	68.583769
30.4865	67.15477204
29.98691	64.96772036
29.48731	62.50504559
28.98771	60.24909422
28.48812	59.50917933
27.9713	56.5932766
27.48893	52.41315502
26.98933	51.87995745
26.48974	51.45013374
25.99014	51.0547538
25.49055	46.80040729
24.99095	46.06048024
24.49136	41.5993921
23.99176	40.41154407
23.49217	38.63796353
22.99257	35.52062614
22.49298	31.1628997
21.99338	30.56079027
21.49379	30.40658967
20.99419	27.1858845
20.4946	21.44995137
19.995	21.02010942
19.49541	20.69362918
18.99581	14.47532523
18.49622	13.83874772
17.99662	13.06435258
18.51344	12.98268693
17.99662	9.791112462
17.49703	9.292358663
16.99743	8.793598784
16.49784	5.986348328
15.99824	3.730375076
15.49865	2.88706383
14.99905	-0.57483848
14.49946	-2.761899088
13.99986	-6.3616231
13.48304	-7.313617021
12.98344	-9.431775076
12.48385	-13.20378116
11.98425	-13.73699696
11.48466	-17.64682067
10.98506	-18.6968693
10.48547	-19.36790881
9.985873	-22.1062614
9.486279	-25.12025532
8.986683	-27.41068693
8.487088	-28.42627964
7.987493	-30.5788997
7.47067	-32.8057386
6.988302	-34.33285106
6.488707	-36.34764134
5.989112	-38.84480851
5.489517	-40.27386626
4.989922	-43.28786018
4.490326	-43.54545289
3.990731	-45.28460182
3.491136	-48.74651672
2.974314	-50.80108815
2.491946	-51.08780547
1.992351	-53.17151976
1.492756	-55.94432219
0.9931607	-56.92547112
0.4935656	-60.24956231
-0.006029591	-60.71387842
-0.5056247	-64.1068693
-1.00522	-64.84680851
-1.504815	-66.48261398
-2.00441	-67.63604863
-2.504005	-69.20291793
-3.003601	-72.28583587
-3.503196	-74.40401216
-4.002791	-75.38510638
-4.519613	-78.19768997
-5.001981	-78.65671733
-5.501576	-81.53288754
-6.001172	-82.30729483
-6.500767	-85.01118541
-7.000362	-85.40662614
-7.517184	-85.77288754
-8.016779	-90.75082067
-8.516374	-91.07732523
-9.015969	-91.30042553
-9.515564	-95.14133739
-10.01516	-96.26030395
-10.51475	-100.3079635
-11.01435	-100.7722796
-11.51394	-101.0987234
-12.01354	-101.425228
-12.51313	-101.8206079
-13.01273	-105.3858967
-13.52955	-106.0967173
-14.01192	-107.3136778
-14.51152	-109.6041337
-15.01111	-111.5155623
-15.51071	-113.0480243
-16.0103	-113.1677204
-16.5099	-115.6304559
-17.00949	-117.3006687
-17.50909	-119.3843769
-18.00868	-120.9167781
-18.50828	-122.1046201
-19.00787	-122.9134954
-19.50747	-123.7567781
-20.00706	-126.0816413
-20.50666	-127.5796353
-21.00625	-129.6288754
-21.50585	-131.1612766
-22.00544	-131.5566565
-22.52227	-134.1624924
-23.00463	-136.6887538
-23.50423	-137.3252888
-24.00382	-139.1678419
-24.50342	-141.7338602
-25.00302	-142.8528267
-25.50261	-143.5238298
-26.0022	-144.3326444
-26.5018	-146.7609119
-27.0014	-148.4310638
-27.50099	-149.8945897
-28.00059	-152.0816413
-28.50018	-153.166079
-29.03423	-153.7099088
-29.5166	-154.2033435
